,username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink,retweet,clean_text,language,sentiment
0,contrapuntovzla,2016-10-28 09:35,88,16,"# YoReportoEl26O En otra cuadra del bulevar de Sabana Grande se alternan los comercios cerrados con los abiertos, hora 9:35 am pic.twitter.com/0sCphSZ8jf",,,#,7.919969405988004e+17,https://twitter.com/contrapuntovzla/status/791996940598800384,"# YoReportoEl26O En otra cuadra del bulevar de Sabana Grande se alternan los comercios cerrados con los abiertos, hora 9:35 am pic.twitter.com/0sCphSZ8jf", En otra cuadra del bulevar de Sabana Grande se alternan los comercios cerrados con los abiertos  hora 9 35 am ,es,0.71172034740448
1,contrapuntovzla,2016-10-27 19:35,2,1,# YoReportoEl26O Desde el inicio de la marcha la gente se empujó por estar cerca de Ramos Allup http://ow.ly/PUfU305zmuJ pic.twitter.com/plxSNBohVi,,,#,7.917853587615867e+17,https://twitter.com/contrapuntovzla/status/791785358761586690,# YoReportoEl26O Desde el inicio de la marcha la gente se empujó por estar cerca de Ramos Allup http://ow.ly/PUfU305zmuJ pic.twitter.com/plxSNBohVi, Desde el inicio de la marcha la gente se empujó por estar cerca de Ramos Allup ,es,0.7385246157646179
2,contrapuntovzla,2016-10-27 14:42,1,0,"# YoReportoEl26O “No tienes bolas. Bájate”, “No sirves”, le gritaron a Jesús Chuo"" Torrealba http://bit.ly/2f8McUz pic.twitter.com/bNLB6oqsai""",,,#,7.917115633253745e+17,https://twitter.com/contrapuntovzla/status/791711563325374464,"# YoReportoEl26O “No tienes bolas. Bájate”, “No sirves”, le gritaron a Jesús Chuo"" Torrealba http://bit.ly/2f8McUz pic.twitter.com/bNLB6oqsai""",  No tienes bolas  Bájate    No sirves   le gritaron a Jesús Chuo  Torrealba ,es,0.3506951928138733
3,contrapuntovzla,2016-10-27 14:00,2,1,"# YoReportoEl26O Capriles: Esto se trata no solo de salir del gobierno, sino de hacerlo bien http://bit.ly/2eS6k9R pic.twitter.com/Rvr4bf4iEj",,,#,7.917010111194112e+17,https://twitter.com/contrapuntovzla/status/791701011119411200,"# YoReportoEl26O Capriles: Esto se trata no solo de salir del gobierno, sino de hacerlo bien http://bit.ly/2eS6k9R pic.twitter.com/Rvr4bf4iEj", Capriles  Esto se trata no solo de salir del gobierno  sino de hacerlo bien ,es,0.7536473870277405
4,contrapuntovzla,2016-10-27 13:42,2,0,"# YoReportoEl26O Seguidores de la oposición gritaban: “Vamos a Miraflores, no hacemos nada aquí” http://bit.ly/2f8McUz pic.twitter.com/D7mIVHZJnr",,,#,7.916964644016292e+17,https://twitter.com/contrapuntovzla/status/791696464401629184,"# YoReportoEl26O Seguidores de la oposición gritaban: “Vamos a Miraflores, no hacemos nada aquí” http://bit.ly/2f8McUz pic.twitter.com/D7mIVHZJnr", Seguidores de la oposición gritaban   Vamos a Miraflores  no hacemos nada aquí  ,es,0.25596892833709717
5,contrapuntovzla,2016-10-27 13:42,0,0,"# YoReportoEl26O “Cagados, vamos a Miraflores ”: A las cabezas de la oposición les cayó un chaparrón"" http://bit.ly/2f8McUz pic.twitter.com/uyfeprAUV9""",,,#,7.91696464397398e+17,https://twitter.com/contrapuntovzla/status/791696464397398017,"# YoReportoEl26O “Cagados, vamos a Miraflores ”: A las cabezas de la oposición les cayó un chaparrón"" http://bit.ly/2f8McUz pic.twitter.com/uyfeprAUV9""",  Cagados  vamos a Miraflores    A las cabezas de la oposición les cayó un chaparrón  ,es,0.3593905568122864
6,contrapuntovzla,2016-10-27 12:59,6,1,# YoReportoEl26O Tintori: Mañana todo el pueblo de Venezuela a las 10:30 am en la Asamblea Nacional http://bit.ly/2eS6k9R pic.twitter.com/lmqPoyNI7h,,,#,7.916856440156447e+17,https://twitter.com/contrapuntovzla/status/791685644015644672,# YoReportoEl26O Tintori: Mañana todo el pueblo de Venezuela a las 10:30 am en la Asamblea Nacional http://bit.ly/2eS6k9R pic.twitter.com/lmqPoyNI7h, Tintori  Mañana todo el pueblo de Venezuela a las 10 30 am en la Asamblea Nacional ,es,0.5646582245826721
7,contrapuntovzla,2016-10-27 12:41,4,1,"# YoReportoEl26O “Diálogo un coño, con malandros no se dialoga”, le gritaron a Jesús Chuo"" Torrealba http://bit.ly/2f8McUz pic.twitter.com/SrXhgcBhRO""",,,#,7.916811138613289e+17,https://twitter.com/contrapuntovzla/status/791681113861328897,"# YoReportoEl26O “Diálogo un coño, con malandros no se dialoga”, le gritaron a Jesús Chuo"" Torrealba http://bit.ly/2f8McUz pic.twitter.com/SrXhgcBhRO""",  Diálogo un coño  con malandros no se dialoga   le gritaron a Jesús Chuo  Torrealba ,es,0.44044068455696106
8,contrapuntovzla,2016-10-27 11:59,2,0,# YoReportoEl26O Tintori comenta que mañana van a determinar la responsabilidad política de Maduro http://bit.ly/2eS6k9R pic.twitter.com/bd4vZYFGfM,,,#,7.916705456285737e+17,https://twitter.com/contrapuntovzla/status/791670545628573696,# YoReportoEl26O Tintori comenta que mañana van a determinar la responsabilidad política de Maduro http://bit.ly/2eS6k9R pic.twitter.com/bd4vZYFGfM, Tintori comenta que mañana van a determinar la responsabilidad política de Maduro ,es,0.7587765455245972
9,contrapuntovzla,2016-10-27 11:41,6,1,"# YoReportoEl26O “No tienes bolas. Bájate”, “No sirves”, le gritaron a Jesús Chuo"" Torrealba http://bit.ly/2f8McUz pic.twitter.com/ZC8YImxqbt""",,,#,7.916660153484165e+17,https://twitter.com/contrapuntovzla/status/791666015348416512,"# YoReportoEl26O “No tienes bolas. Bájate”, “No sirves”, le gritaron a Jesús Chuo"" Torrealba http://bit.ly/2f8McUz pic.twitter.com/ZC8YImxqbt""",  No tienes bolas  Bájate    No sirves   le gritaron a Jesús Chuo  Torrealba ,es,0.3506951928138733
10,contrapuntovzla,2016-10-27 10:59,2,1,"# YoReportoEl26O @ FreddyGuevaraC: Sin armas, de forma pacífica, a exigir la restitución del orden constitucional"" http://bit.ly/2eS6k9R pic.twitter.com/72OqkEU3DF""",,@,#,7.916554437687009e+17,https://twitter.com/contrapuntovzla/status/791655443768700928,"# YoReportoEl26O @ FreddyGuevaraC: Sin armas, de forma pacífica, a exigir la restitución del orden constitucional"" http://bit.ly/2eS6k9R pic.twitter.com/72OqkEU3DF""",  Sin armas  de forma pacífica  a exigir la restitución del orden constitucional  ,es,0.5825551152229309
